epoch;acc;loss;val_acc;val_loss
0;0.5048864654817606;1.6436126258017585;0.5018948293138826;0.6918348783793917
1;0.5084794500589804;0.8033870824500154;0.5020132762512738;0.6928557359963331
2;0.5044553014833922;0.7159333069445336;0.5239223218935466;0.6897973211553637
3;0.5220848919160409;0.6970479022135072;0.5640691797183284;0.685330112078697
4;0.5323368681165876;0.6918402770772409;0.5742539239968806;0.6815452697659939
5;0.5500622787465992;0.6854632176966392;0.5806489939770954;0.67458670357289
6;0.559356147066277;0.6819586566356426;0.5855044941945078;0.6714110937744224
7;0.5726262267903486;0.6774839278757772;0.6065845532701909;0.6679574235080825
8;0.5834051933029984;0.6713230776709136;0.5832543835601554;0.6722580242473217
9;0.5799080165818903;0.6730510612163231;0.6225722437218884;0.6525191687283952
10;0.6126760631968169;0.6563914623413093;0.6365466728587672;0.6401883060759359
11;0.6096579487026565;0.664806090330294;0.6371387863034944;0.6599955755294301
12;0.6109035058965899;0.6557904926938116;0.6081241115412402;0.6456599148852404
13;0.6397432213063965;0.6307382808399118;0.6807200336614416;0.5980768472252723
14;0.6637922750529491;0.6070606058055303;0.7208668881544622;0.5623438806400543
15;0.6407971652038164;0.6302535324029519;0.5643060113061158;0.6498952384866962
16;0.6498035835708091;0.6186999583982172;0.6273093252371748;0.6171706414572835
17;0.6729903279095988;0.5920899014791858;0.6324017164211373;0.6071318153067823
18;0.6743316926055682;0.5882476263545625;0.7239459890824593;0.557557063806345
19;0.7046086074772084;0.5637182187243669;0.60113690753279;0.6694807500875375
20;0.6582830253946743;0.6250497917397059;0.7306963505760746;0.5561948630099385
21;0.7201303079448761;0.5396837520110512;0.730459486489497;0.5299418275529093
22;0.7183098587037686;0.5395766185471481;0.7428943613364989;0.5369864388813288
23;0.7380473275996493;0.5163988426943055;0.7545002259557589;0.5004357102780137
24;0.7503593047882526;0.49810635671198017;0.704168647824165;0.5288920670479522
0;0.5010609658081515;2.6962539010237423;0.5005921318258848;0.6969796026108785
1;0.49710385940378055;1.037330937565361;0.49881573242352845;0.6933254335289146
2;0.5015771049264169;0.741352598775983;0.49881573242352845;0.6950764792443225
3;0.5066811949956401;0.7045770268644796;0.49869729960376985;0.6919872072961646
4;0.507369380769239;0.6974675650237562;0.5715300823658465;0.6898303783261793
5;0.5219934609475442;0.694519383553047;0.5431075409824168;0.688887399019985
6;0.5255491141743251;0.6919172369484208;0.5393178572535007;0.6858847069548296
7;0.5413201792173008;0.6875377637520839;0.5761487675978074;0.679563186367447
8;0.5491196961655026;0.6848861946113176;0.5240407376874402;0.6869070837137429
9;0.5636864177689965;0.6791375326530549;0.5299621050474148;0.6870102044927289
10;0.5837586739231853;0.6681725724291595;0.560397920084474;0.6768865785232826
11;0.604633832446833;0.6614956871634771;0.6114400817228685;0.6642705826949079
12;0.589321551662988;0.6718709238175645;0.5021316906898748;0.6872907276404293
13;0.5324883912109677;0.6912102335608388;0.5939128356260013;0.683166434475733
14;0.5714285732778639;0.6774094850841845;0.6328754114460912;0.6625160144889937
15;0.6070425042648302;0.6602068154296519;0.5210800586803893;0.6820482475844564
16;0.5907552891103829;0.6621074078792264;0.6338228222206835;0.6460553601080634
17;0.5603601474407008;0.6910978026186892;0.6419943233396926;0.6771276636125916
18;0.5995870911932158;0.6581470904502326;0.5979393744344453;0.6507719569102332
19;0.6204622338491822;0.6508665477668241;0.6553765971024755;0.6424488537066472
20;0.6466135208832463;0.6252241318273853;0.5493841677805306;0.7041771583848517
21;0.6182256123440839;0.654457704900034;0.5585030684647319;0.6627183371615715
22;0.6483340003030074;0.6163944210037833;0.5757934699855897;0.6752023039017736
23;0.6182829571534593;0.6468006917429044;0.5832543694425227;0.6458762514258041
24;0.6643918124697054;0.6105620465968026;0.6836807208567194;0.6006284397058383
