epoch;acc;loss;val_acc;val_loss
0;0.4980714563076156;7.7975592883776415;0.5020132648159914;8.026600543608998
1;0.49913723161198287;8.072956685559129;0.5020132648159914;8.026600543608998
0;0.4985282163139867;7.707920758246504;0.5050923740592741;7.890007775748075
1;0.49781770219514393;8.00598342864919;0.5050923740592741;7.890007775748075
0;0.49913723158173284;7.856487619032281;0.5052108045919762;7.975062267072164
0;0.49644742064537967;7.878973096875316;0.5052108045919762;7.975062267072164
1;0.49776694816251715;8.095042984610497;0.5052108045919762;7.975062267072164
0;0.49796995722661885;7.894267671714698;0.5052108045919762;7.975062267072164
0;0.5020300427975811;7.6562238668843685;0.4962103261251915;8.031608720008709
1;0.5016240368480369;7.945301285033975;0.4962103261251915;8.031608720008709
2;0.5016240336778345;7.945301306426791;0.4962103261251915;8.031608720008709
3;0.5016240322197834;7.945301372444441;0.4962103261251915;8.031608720008709
4;0.5016240336778345;7.945301342726818;0.4962103261251915;8.031608720008709
5;0.501624035662236;7.945301298682786;0.4962103261251915;8.031608720008709
6;0.5016240346518852;7.94530135753723;0.4962103261251915;8.031608720008709
7;0.5016240326432837;7.945301395289258;0.4962103261251915;8.031608720008709
8;0.5016240346458353;7.9453013819308484;0.4962103261251915;8.031608720008709
9;0.5016240369145869;7.945301319204401;0.4962103261251915;8.031608720008709
0;0.5013195271662373;7.7155590566541425;0.4962103261251915;8.031608720008709
1;0.5016240364184865;7.945301296456384;0.4962103261251915;8.031608720008709
2;0.5016240350753856;7.9453013561820285;0.4962103261251915;8.031608720008709
3;0.5016240354081358;7.945301321237203;0.4962103261251915;8.031608720008709
4;0.5016240353113357;7.945301336241214;0.4962103261251915;8.031608720008709
0;0.5016240365818366;7.945301409712469;0.4962103261251915;8.031608720008709
1;0.501624033133334;7.945301379704446;0.4962103261251915;8.031608720008709
2;0.5016240322863335;7.945301445141295;0.4962103261251915;8.031608720008709
3;0.5016240343191349;7.9453013803820465;0.4962103261251915;8.031608720008709
4;0.5016240323770835;7.945301367604437;0.4962103261251915;8.031608720008709
5;0.5016240325162337;7.945301353568427;0.4962103261251915;8.031608720008709
6;0.5016240352387357;7.945301348438023;0.4962103261251915;8.031608720008709
7;0.5016240346518852;7.945301369637239;0.4962103261251915;8.031608720008709
8;0.501624034313085;7.945301288712378;0.4962103261251915;8.031608720008709
9;0.501624033133334;7.94530133130441;0.4962103261251915;8.031608720008709
0;0.5098964640741371;1.1788501780157983;0.5698721032467909;0.6829313855496474
1;0.5457267567146323;0.6912877744066004;0.5811226898491072;0.6766676437171474
2;0.5625253733439606;0.6824623217342638;0.6011368992316221;0.665079143757732
3;0.6328664258322094;0.6396901392496266;0.6859308307569549;0.5838326330661547
4;0.6616423064816351;0.6054279181200268;0.5862150598566208;0.7416304684204832
5;0.6905704417995355;0.5717180712081241;0.6710090078995838;0.5681491981801802
6;0.7371092144062593;0.5145894200021157;0.7080767390458068;0.5468308390005682
7;0.7786743791181772;0.4584126783443378;0.7399336843906223;0.5266908825657933
8;0.7955745047444597;0.43208732130781113;0.7706063523895647;0.47879605171015227
9;0.8244518927694383;0.38704828425509824;0.7502368473713006;0.5107976260031641
10;0.8417072712140891;0.3589722426427461;0.7846991967273967;0.4484503424348339
11;0.8607896887888232;0.32043417792130524;0.8143060175178741;0.41412346437044023
12;0.8547503004894962;0.34574216183152473;0.798555184630408;0.4485264478673985
13;0.8815468938864686;0.2873442667592022;0.8173851313211521;0.42956104712258125
14;0.8810393873434265;0.28596811187107585;0.7726196109090919;0.6072659454516244
15;0.8940824143077317;0.25549956885141134;0.8270961578171268;0.41627311336660994
16;0.9146366191863821;0.21538901689923298;0.8320701097436902;0.4326242663350957
17;0.9113377989959872;0.2168495817956187;0.8227143592881908;0.492139519023308
18;0.9217417746044202;0.1912025086811607;0.8195168213898512;0.4712299452551955
19;0.9329577768618529;0.17096571630177776;0.8426101305709525;0.45487390589171933
0;0.5166463634915048;0.9862560570070621;0.5653718549851725;0.6840935056100012
1;0.5426309384916839;0.6921922013109116;0.561700620678351;0.6818388252109219
2;0.5718635831888836;0.6760298329376371;0.6133349113473391;0.6547898128946378
3;0.6256090140637952;0.6524442349731849;0.4978683026748379;0.6734995768850643
4;0.6316991472360423;0.6450833595965483;0.6610611117264491;0.6480190044666907
5;0.6780856604673879;0.594213159011478;0.706181898748406;0.572355627279494
6;0.7466504258979785;0.510129544994379;0.7261961129026806;0.5217002071034338
7;0.7672046264085255;0.4766917563868982;0.755447652880923;0.5016593552776447
8;0.8169407203000975;0.4070586977307989;0.7773567036337787;0.47831407771015666
9;0.8125253801683657;0.4013319224591087;0.7633822914098236;0.487297002496114
10;0.8429252934368752;0.35711220689677536;0.7889625758200898;0.4760680853727586
11;0.8524157564982717;0.34209346295709875;0.790738984031849;0.4525042976434058
12;0.8794153477305374;0.29319119004217337;0.786594039311854;0.49315715602708055
13;0.8672858309053668;0.30639268117879304;0.7703694931029822;0.5017764830493294
14;0.8954019499076753;0.25447995381121996;0.8134770288054043;0.45201414887061453
15;0.8888550565294071;0.26948188629471764;0.7139981041187249;0.6345324981895909
16;0.8902253371111707;0.2624357469770127;0.8092136444044813;0.47065966783514074
17;0.9162099036292434;0.21077872216822507;0.7629085761119494;0.6355405482902509
18;0.9172756764470588;0.20664661729476144;0.8254381859545344;0.4930317591626968
19;0.9399614285706409;0.15792776934478858;0.8260303163121855;0.5100178854237344
20;0.9150426289413791;0.22931713584872507;0.8173851276788029;0.4682762433939328
21;0.9406719425442835;0.15569583334745646;0.8257934619950096;0.5830063786708818
22;0.922756797552012;0.1877313417133354;0.8240170590632451;0.4445684494592747
23;0.9474725939856764;0.1385085817896831;0.7960682195941738;0.6729084821404693
24;0.9463560726407384;0.1349560570726538;0.8345570757399233;0.5277114927147531
25;0.9557450257734801;0.11533311185386551;0.8313595456345169;0.5697558610036101
26;0.9416869671132765;0.1473422032900811;0.7738038879161421;0.604326987311717
27;0.9419914750708248;0.14412460116638529;0.7908574167386665;0.8505167675379722
