epoch;acc;loss;val_acc;val_loss
0;0.5013195227194839;7.676641175696582;0.5026053944677609;7.9296560179052165
1;0.49888347241750736;7.988992436359048;0.5026053944677609;7.9296560179052165
0;0.5046183510834349;7.754994442827857;0.49230222963767273;8.183123986792191
1;0.503298820426345;8.00587962189681;0.49230222963767273;8.183123986792191
0;0.517103123782226;0.813801511825704;0.5425153944177235;0.6852928429121996
1;0.5521214032168317;0.688939448601823;0.5823069685502732;0.6742663942824489
2;0.5781567203553285;0.6758162944577256;0.6069398404353605;0.6558533505431174
3;0.6307348714361721;0.6369800028692548;0.6991946950223084;0.5662445161987514
4;0.7383779920168733;0.5230806971704675;0.7212221770419831;0.5239231665797394
5;0.8066889909385329;0.42077626555952363;0.8312411234876885;0.38266956803359337
6;0.8489139264935747;0.3522532400268633;0.8494789253925611;0.3513796693450859
7;0.8822574097114126;0.29019235517077946;0.8648744671901557;0.3205332927854069
8;0.9172756844330647;0.21397018346707122;0.872690667082833;0.307935414001988
9;0.92701989754738;0.18725365771179608;0.8140691676618702;0.5186758159828774
0;0.5210617096550911;0.7965792484681296;0.5618190451122358;0.6823876432365064
1;0.5564859932847397;0.6876174573050347;0.5876361865502633;0.6771729076885601
2;0.5721173412278083;0.6756745834830714;0.6035054447469075;0.6634860782191856
3;0.6284003214191433;0.639179360138126;0.5561345317306139;0.7267096585597206
4;0.6481932587997244;0.6149251323088949;0.7008526676472528;0.5309023927563686
5;0.7465996763060551;0.525843570956456;0.7626717070277299;0.47245556999867927
6;0.8122716226497415;0.4142200869246803;0.8409521527789544;0.3614921596788897
7;0.8405399922670217;0.3804790870752753;0.8478209386782192;0.34765439099014117
8;0.8950974411515265;0.26971261925962076;0.8527948746236226;0.34284455933767377
9;0.9065671930988775;0.23523884716735252;0.8506631904843293;0.3509508725141022
10;0.9264108782805808;0.19262037737354776;0.8563476958189006;0.3716337498981543
11;0.9202192415442837;0.20282941793178186;0.88500710682302;0.305848506094437
12;0.9471173366661049;0.1432223146538569;0.79547607190007;0.40411658745306694
13;0.9239748228724004;0.19006927451024297;0.8529133091374971;0.33160041401816565
14;0.9533089752295034;0.1309099135556649;0.8774277635345749;0.3438256924635762
15;0.9661997603271436;0.09566606449774741;0.904192321648365;0.28638777393743586
16;0.955795778668706;0.11988079176563052;0.8730459526668279;0.3385963321494469
17;0.9417884696972258;0.14863983362268807;0.8357413587046144;0.37586043541434816
18;0.9615306542672812;0.11400976195066284;0.8698484093755526;0.4370922765168236
19;0.9813743485481914;0.05531334568161428;0.894362870662035;0.35619937602742935
